Date,Open,Close,Volume,MA5,MA10,Return
2024-05-01 17:00:00,171.055,171.23,3086723.0,171.04898,170.46850999999998,0.0009938033438558838
2024-05-01 18:00:00,171.24,172.48,7393183.0,171.47899999999998,170.73751,0.007300122642060387
2024-05-01 19:00:00,172.49,169.31,11948881.0,171.12,170.70951,-0.01837894248608527
2024-05-01 20:00:00,169.28,170.06,1420422.0,170.82799999999997,170.70551,0.004429744256098281
2024-05-01 21:00:00,170.03,170.35,86107.0,170.68599999999998,170.74151,0.0017052804892390453
2024-05-01 22:00:00,170.3,170.15,60959.0,170.46999999999997,170.75949,-0.0011740534194305174
2024-05-01 23:00:00,170.29,170.35,52982.0,170.04399999999998,170.7615,0.0011754334410813319
2024-05-02 08:00:00,170.5,171.12,54112.0,170.406,170.763,0.004520105664807809
2024-05-02 09:00:00,171.14,171.17,17375.0,170.62800000000001,170.728,0.0002921926133706343
2024-05-02 10:00:00,171.18,171.2,16286.0,170.798,170.742,0.00017526435707192347
2024-05-02 11:00:00,171.15,170.89,71523.0,170.94599999999997,170.708,-0.0018107476635514153
2024-05-02 12:00:00,171.15,171.95,3907110.0,171.266,170.655,0.006202820527824931
2024-05-02 13:00:00,171.9,171.44,8607270.0,171.32999999999998,170.868,-0.002965978482116842
2024-05-02 14:00:00,171.425,171.5602,7201196.0,171.40804,171.01801999999998,0.0007011199253383761
2024-05-02 15:00:00,171.568,172.1,5895195.0,171.58804,171.19302,0.0031464174091659102
2024-05-02 16:00:00,172.105,172.1589,6533283.0,171.84182,171.39390999999998,0.0003422428820452887
2024-05-02 17:00:00,172.16,172.6,5135430.0,171.97181999999998,171.61891,0.0025621678577175265
2024-05-02 18:00:00,172.595,172.94,8039005.0,172.27182,171.80091,0.0019698725376593477
2024-05-02 19:00:00,172.94,173.08,14272488.0,172.57577999999998,171.99191000000002,0.0008095293165260482
2024-05-02 20:00:00,173.11,185.3,15680042.0,175.21578,173.40191,0.07060318927663507
2024-05-02 21:00:00,185.3005,184.1,7228158.0,177.604,174.72291,-0.0064759848893686835
2024-05-02 22:00:00,184.09,183.52,1267711.0,179.788,175.87991000000002,-0.0031504617055946992
2024-05-02 23:00:00,183.52,183.46,501248.0,181.892,177.08191,-0.0003269398430688877
2024-05-03 08:00:00,183.1,183.2,273238.0,183.916,178.24588999999997,-0.0014172026599804824
2024-05-03 09:00:00,183.2,183.13,91854.0,183.482,179.34889,-0.00038209606986895845
2024-05-03 10:00:00,183.14,183.71,213148.0,183.404,180.504,0.0031671490198220526
2024-05-03 11:00:00,183.71,183.59,474346.0,183.418,181.603,-0.0006532034184312479
2024-05-03 12:00:00,183.6,185.3,3182729.0,183.786,182.839,0.009314232801350878
2024-05-03 13:00:00,185.3,184.115,35957707.0,183.969,183.9425,-0.006395035078251496
2024-05-03 14:00:00,184.15,184.79,25112559.0,184.30100000000002,183.8915,0.0036661868940606845
2024-05-03 15:00:00,184.78,184.595,14518267.0,184.478,183.941,-0.0010552519075707192
2024-05-03 16:00:00,184.59,184.755,9509959.0,184.71099999999998,184.0645,0.0008667623716785211
2024-05-03 17:00:00,184.76,185.055,13795876.0,184.662,184.224,0.0016237720224081154
2024-05-03 18:00:00,185.045,185.355,12413805.0,184.91,184.4395,0.0016211396611817187
2024-05-03 19:00:00,185.355,183.39,24872514.0,184.63000000000002,184.4655,-0.010601278627498602
2024-05-03 20:00:00,183.38,183.82,8267236.0,184.475,184.47650000000002,0.0023447298107857947
2024-05-03 21:00:00,183.82,183.85,3110714.0,184.294,184.5025,0.0001632031335001694
2024-05-03 22:00:00,183.9,183.91,41747.0,184.065,184.3635,0.0003263530051672683
2024-05-03 23:00:00,183.9,183.78,75956.0,183.75,184.32999999999998,-0.000706867489532899
2024-05-06 08:00:00,180.4,181.38,174552.0,183.34799999999998,183.989,-0.013059092393078712
2024-05-06 09:00:00,181.39,181.67,70617.0,182.91799999999998,183.6965,0.0015988532362994378
2024-05-06 10:00:00,181.64,182.32,98396.0,182.612,183.45299999999997,0.0035779160015412875
2024-05-06 11:00:00,182.35,182.62,193067.0,182.35399999999998,183.2095,0.0016454585344449944
2024-05-06 12:00:00,182.39,182.33,1091968.0,182.06400000000002,182.90699999999998,-0.0015879969335231192
2024-05-06 13:00:00,182.297,182.4701,13023367.0,182.28202000000002,182.81500999999997,0.0007683869906213441
2024-05-06 14:00:00,182.48,182.39,11156157.0,182.42602,182.67201,-0.0004389760294975222
2024-05-06 15:00:00,182.38,182.315,7199245.0,182.42502,182.51851000000002,-0.00041120675475622915
2024-05-06 16:00:00,182.315,181.53,7553996.0,182.20702,182.28051,-0.004305734580259422
2024-05-06 17:00:00,181.52,181.09,8364787.0,181.95901999999998,182.01151,-0.0024238417892359265
2024-05-06 18:00:00,181.085,181.15,6574074.0,181.695,181.98851,0.0003313269644928062
