Date,Open,Close,Volume,MA5,MA10,Return,RSI,Volume_MA5,Volatility
2024-05-02 14:00:00,171.425,171.5602,7201196.0,171.40804,171.01801999999998,0.0007011199253383,51.89547886386087,3960677.0,0.003535987241996631
2024-05-02 15:00:00,171.568,172.1,5895195.0,171.58804,171.19302,0.0031464174091659,54.70270270270276,5136458.8,0.003720890058966302
2024-05-02 16:00:00,172.105,172.1589,6533283.0,171.84182,171.39390999999998,0.0003422428820452,48.00779262678527,6428810.8,0.00341868794511335
2024-05-02 17:00:00,172.16,172.6,5135430.0,171.97181999999998,171.61891,0.0025621678577175,80.86303939962495,6674474.8,0.002398106606767242
2024-05-02 18:00:00,172.595,172.94,8039005.0,172.27182,171.80091,0.0019698725376593,79.26829268292703,6560821.8,0.0011978848902482336
2024-05-02 19:00:00,172.94,173.08,14272488.0,172.57577999999998,171.99191000000002,0.000809529316526,78.61635220125817,7975080.2,0.0011750446780329589
2024-05-02 20:00:00,173.11,185.3,15680042.0,175.21578,173.40191,0.070603189276635,95.1161405598571,9932049.6,0.030951924718029458
2024-05-02 21:00:00,185.3005,184.1,7228158.0,177.604,174.72291,-0.0064759848893686,88.64530635188304,10071024.6,0.03190872545641497
2024-05-02 22:00:00,184.09,183.52,1267711.0,179.788,175.87991000000002,-0.0031504617055946,85.22727272727275,9297480.8,0.03251246171697714
2024-05-02 23:00:00,183.52,183.46,501248.0,181.892,177.08191,-0.0003269398430688,84.89494605337879,7789929.4,0.03271844453386538
2024-05-03 08:00:00,183.1,183.2,273238.0,183.916,178.24588999999995,-0.0014172026599804,83.63228699551564,4990079.4,0.03292829062346854
2024-05-03 09:00:00,183.2,183.13,91854.0,183.482,179.34889,-0.0003820960698689,84.77272727272725,1872441.8,0.002573908407545319
2024-05-03 10:00:00,183.14,183.71,213148.0,183.404,180.504,0.003167149019822,84.34579439252336,469439.8,0.0023090880784747934
2024-05-03 11:00:00,183.71,183.59,474346.0,183.418,181.603,-0.0006532034184312,86.31201434548707,310766.8,0.001781066725215054
2024-05-03 12:00:00,183.6,185.3,3182729.0,183.786,182.839,0.0093142328013508,87.49986353562804,847063.0,0.004451157590581393
2024-05-03 13:00:00,185.3,184.115,35957707.0,183.969,183.9425,-0.0063950350782514,81.67677300290002,7983956.8,0.005769581780388392
2024-05-03 14:00:00,184.15,184.79,25112559.0,184.301,183.8915,0.0036661868940606,82.25329526941789,12988097.8,0.0058092658358515565
2024-05-03 15:00:00,184.78,184.595,14518267.0,184.478,183.941,-0.0010552519075707,81.01887768295832,15849121.6,0.0058710236778626535
2024-05-03 16:00:00,184.59,184.755,9509959.0,184.711,184.0645,0.0008667623716785,80.84051161576606,17656244.2,0.005804591134034437
2024-05-03 17:00:00,184.76,185.055,13795876.0,184.662,184.224,0.0016237720224081,80.99922340150137,19778873.6,0.00382440213397958
2024-05-03 18:00:00,185.045,185.355,12413805.0,184.91,184.4395,0.0016211396611817,50.37187288708573,15070093.2,0.0016979248257590136
2024-05-03 19:00:00,185.355,183.39,24872514.0,184.63,184.4655,-0.0106012786274986,45.64950980392152,15022084.2,0.0051993196587846666
2024-05-03 20:00:00,183.38,183.82,8267236.0,184.475,184.4765,0.0023447298107857,51.872659176029856,13771878.0,0.005487824602167085
2024-05-03 21:00:00,183.82,183.85,3110714.0,184.294,184.5025,0.0001632031335001,52.443609022556295,12492029.0,0.005442305775549087
2024-05-03 22:00:00,183.9,183.91,41747.0,184.065,184.3635,0.0003263530051672,54.562982005141436,9741203.2,0.005317231420351366
2024-05-03 23:00:00,183.9,183.78,75956.0,183.75,184.33,-0.0007068674895328,54.14540816326534,7273633.4,0.0051028523491777125
2024-05-06 08:00:00,180.4,181.38,174552.0,183.348,183.989,-0.0130590923930787,37.939958592132434,2334041.0,0.0061800112502910605
2024-05-06 09:00:00,181.39,181.67,70617.0,182.918,183.6965,0.0015988532362994,40.23397761953194,694717.2,0.006050950169704642
2024-05-06 10:00:00,181.64,182.32,98396.0,182.612,183.453,0.0035779160015412,33.01026225769655,92253.6,0.006573602122815231
